//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile Agressive attackMethod
//Dragith Nurn
1628 - 760 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE STAB
//Turoth - 88
1629 - 800 -9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE STAB
//Turoth - 88
1630 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE STAB
//Rockslug - 29
1631 - 270 9510 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE STAB
//Rockslug - 29
1632 - 270 9510 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE STAB
//Pyrefiend - 43
1633 - 450 8080 8079 8078 4 1 60 44 MELEE -1 -1 PASSIVE STAB
//Pyrefiend - 43
1634 - 450 8080 8079 8078 4 1 60 44 MELEE -1 -1 PASSIVE STAB
//Pyrefiend - 43
1635 - 450 8080 8079 8078 4 1 60 44 MELEE -1 -1 PASSIVE STAB
//Pyrefiend - 43
1636 - 450 8080 8079 8078 4 1 60 44 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1637 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1638 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1639 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1640 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1641 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Jelly - 78
1642 - 750 8569 -1 8570 5 1 60 60 MELEE -1 -1 PASSIVE STAB
//Infernal Mage - 66
1643 - 600 14221 424 7197 5 1 60 89 MAGE -1 -1 PASSIVE STAB
//Infernal Mage - 66
1644 - 600 14221 424 7197 5 1 60 89 MAGE -1 -1 PASSIVE STAB
//Infernal Mage - 66
1645 - 600 14221 424 7197 5 1 60 89 MAGE -1 -1 PASSIVE STAB
//Infernal Mage - 66
1646 - 600 14221 424 7197 5 1 60 89 MAGE -1 -1 PASSIVE STAB
//Infernal Mage - 66
1647 - 600 14221 424 7197 5 1 60 89 MAGE -1 -1 PASSIVE STAB
//Moss giant - 84
1681 - 1200 4658 4657 4659 7 1 60 110 MELEE -1 -1 AGRESSIVE STAB
//Undead cow - 2
1691 - 80 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE STAB
//Undead chicken - 1
1692 - 300 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE STAB
//Tortured soul - 59
1698 - 510 -1 -1 -1 5 1 60 74 MELEE -1 -1 PASSIVE STAB
//H.A.M. Guard - 12
1710 - 150 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE STAB
//H.A.M. Guard - 18
1711 - 200 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE STAB
//H.A.M. Guard - 22
1712 - 300 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE STAB
//Terrorbird - 28
1751 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Mounted terrorbird gnome - 31
1752 - 370 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Farmer - 7
1757 - 120 13049 403 836 4 1 60 19 MELEE -1 -1 PASSIVE STAB
//Farmer - 7
1758 - 120 13049 403 836 4 1 60 19 MELEE -1 -1 PASSIVE STAB
//Farmer - 7
1760 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE STAB
//Cow - 2
1767 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE CRUSH
//Goblin - 2
1769 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1770 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1771 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1772 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1773 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1774 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1775 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
1776 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Dwarf gang member - 44
1795 - 400 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE STAB
//Dwarf gang member - 48
1796 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE STAB
//Dwarf gang member - 49
1797 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE STAB
//Slagilith - 92
1802 - 600 -1 -1 -1 4 1 60 260 MELEE -1 -1 AGRESSIVE STAB
//The Kendal - 70
1812 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE STAB
//The Kendal - 70
1813 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE STAB
//Camp dweller - 31
1814 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE STAB
//Camp dweller - 31
1815 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE STAB
//Camp dweller - 31
1816 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE STAB
//Camp dweller - 31
1817 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE STAB
//Cave goblin - 3
1822 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Cave goblin - 3
1823 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Cave goblin - 3
1824 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Cave goblin - 3
1825 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Gargoyle - 111
1827 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE STAB
//Giant frog - 99
1828 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 PASSIVE STAB
//Big frog - 24
1829 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE STAB
//Cave slime - 23
1831 - 230 -1 -1 -1 5 1 60 27 MELEE -1 -1 PASSIVE STAB
//Cave bug - 6
1832 - 50 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE STAB
//Arzinian Avatar of Strength - 125
1851 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Arzinian Avatar of Strength - 75
1852 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Arzinian Avatar of Ranging - 125
1854 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Arzinian Avatar of Ranging - 75
1855 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Arzinian Avatar of Magic - 125
1857 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Arzinian Avatar of Magic - 75
1858 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE STAB
//Desert snake - 5
1874 - 60 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE STAB
//Bandit champion - 70
1885 - 500 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE STAB
//Menaphite Thug - 55
1904 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE STAB
//Menaphite Thug - 55
1905 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE STAB
//Tough Guy - 75
1906 - 750 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE STAB
//Kamil - 154
1913 - 1300 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE STAB
//Dessous - 139
1914 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE STAB
//Dessous - 139
1915 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE STAB
//Ice troll - 124
1936 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE STAB
//Ice troll - 120
1938 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE STAB
//Ice troll - 120
1940 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE STAB
//Ice troll - 120
1941 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1951 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1952 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1953 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1954 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1955 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Ice wolf - 132
1956 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Shadow Hound - 63
1976 - 580 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE STAB
//Fareed - 167
1977 - 1300 -1 -1 -1 4 1 60 360 MELEE -1 -1 AGRESSIVE STAB
//Possessed Priest - 91
1991 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE STAB
//Crocodile - 63
1993 - 630 -1 -1 -1 6 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Jackal - 21
1994 - 270 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE STAB
//Locust - 18
1995 - 270 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE STAB
//Plague frog - 11
1997 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE STAB
//Scarab swarm - 98
2001 - 250 -1 -1 -1 2 1 60 20 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 84
2015 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 84
2016 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 84
2017 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 84
2018 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 84
2019 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 138
2019 - 1380 -1 -1 -1 5 1 60 220 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 138
1961 - 1380 -1 -1 -1 5 1 60 220 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 138
1962 - 1380 -1 -1 -1 5 1 60 220 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 138
1963 - 1380 -1 -1 -1 5 1 60 220 MELEE -1 -1 AGRESSIVE STAB
//Mummy - 138
1964 - 1380 -1 -1 -1 5 1 60 220 MELEE -1 -1 AGRESSIVE STAB
//Torag the Corrupted - 115
2029 - 1000 2068 2063 7197 3 1 60 230 MELEE -1 -1 AGRESSIVE STAB
//Verac the Defiled - 115
2030 - 1000 2067 2063 7197 4 3 60 240 MELEE -1 -1 AGRESSIVE STAB
//Bloodworm - 52
2031 - 440 -1 -1 -1 7 1 60 70 MELEE -1 -1 AGRESSIVE STAB
//Crypt rat - 43
2032 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE STAB
//Giant crypt rat - 76
2033 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE STAB
//Crypt spider - 56
2034 - 600 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE STAB
//Giant crypt spider - 79
2035 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2044 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2045 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2046 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2047 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2048 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2049 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Skogre - 44
2050 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2051 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2052 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2053 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2054 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Zogre - 44
2055 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Skogre - 44
2056 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Skogre - 44
2057 - 710 8577 8578 8576 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Slash Bash - 111
2060 - 1030 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE STAB
//Cave goblin guard - 26
2073 - 270 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Cave goblin guard - 24
2074 - 260 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Giant rat - 6
2091 - 100 14859 14861 14860 5 1 60 17 MELEE -1 -1 AGRESSIVE STAB
//Black Guard Berserker - 66
2134 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE STAB
//Black Guard Berserker - 66
2135 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE STAB
//Black Guard Berserker - 66
2136 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE STAB
//Market Guard - 20
2236 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//Khazard trooper - 19
2245 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE STAB
//Khazard trooper - 19
2246 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE STAB
//Gnome troop - 3
2247 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE STAB
//Gnome troop - 3
2248 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE STAB
//Paladin - 62
2256 - 660 -1 -1 -1 5 1 60 89 MELEE -1 -1 PASSIVE STAB
//Abyssal leech - 41
2263 - 100 -1 -1 -1 3 1 60 21 MELEE -1 -1 AGRESSIVE STAB
//Abyssal guardian - 59
2264 - 500 -1 -1 -1 5 1 60 111 MELEE -1 -1 AGRESSIVE STAB
//Abyssal walker - 81
2265 - 950 -1 -1 -1 6 1 60 131 MELEE -1 -1 AGRESSIVE STAB
//Goblin - 2
2274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2277 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2278 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2279 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2280 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2281 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Sir Leye - 20
2285 - 210 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE STAB
//Cow calf - 2
2310 - 69 245 150 244 4 1 60 11 MELEE -1 -1 PASSIVE CRUSH
//Chicken - 1
2313 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE STAB
//Chicken - 1
2314 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE STAB
//Chicken - 1
2315 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE STAB
//Giant Rock Crab - 137
2452 - 2400 1312 1313 1314 4 1 60 110 MELEE -1 -1 AGRESSIVE STAB
//Dagannoth spawn - 42
2454 - 350 1341 1340 1342 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Wallasalki - 98
2457 - 1300 2365 2366 2367 6 1 60 300 MAGE -1 2707 AGRESSIVE STAB
//Bush snake - 35
2489 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE STAB
//Bush snake - 35
2490 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE STAB
//Jungle spider - 44
2491 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Jungle spider - 44
2492 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE STAB
//Broodoo victim - 60
2499 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE STAB
//Broodoo victim - 60
2501 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE STAB
//Broodoo victim - 60
2503 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE STAB
//Chaos druid - 13
2547 - 200 14222 424 836 4 1 60 30 MAGE 2714 2719 PASSIVE STAB
//Market Guard - 20
2571 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2591 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2592 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2594 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2595 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2596 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Mej - 103
2597 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE STAB
//TzHaar-Hur - 74
2600 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE STAB
//TzHaar-Hur - 74
2601 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE STAB
//TzHaar-Hur - 74
2602 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE STAB
//TzHaar-Hur - 74
2603 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE STAB
//TzHaar-Xil - 133
2605 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE STAB
//TzHaar-Xil - 133
2606 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE STAB
//TzHaar-Xil - 133
2607 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE STAB
//TzHaar-Xil - 133
2608 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE STAB
//TzHaar-Xil - 133
2609 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE STAB
//TzHaar-Ket - 149
2611 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE STAB
//TzHaar-Ket - 149
2614 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE STAB
//TzHaar-Ket - 149
2615 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE STAB
//TzHaar-Ket - 149
2616 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE STAB
//Tz-Kih - 22
2627 - 100 16089 16088 16109 7 1 60 40 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kih - 22
2628 - 100 -1 -1 -1 7 1 60 40 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kek - 45
2629 - 200 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kek - 45
2630 - 200 16163 16165 16164 5 1 60 75 MELEE -1 -1 AGRESSIVE STAB
//Thief - 16
2674 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE STAB
//Highwayman - 5
2677 - 130 433 434 836 4 1 60 30 MELEE -1 -1 AGRESSIVE STAB
//Goblin - 2
2678 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2679 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2680 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Goblin - 2
2681 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE STAB
//Rat - 1
2682 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE STAB
//Hengel - 2
2683 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE STAB
//Duck - 1
2693 - 30 -1 -1 -1 4 1 60 8 MELEE -1 -1 PASSIVE STAB
//Pirate - 23
2695 - 200 7181 7186 7185 4 1 60 20 MELEE -1 -1 AGRESSIVE STAB
//Thief - 16
2696 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE STAB
//Mugger - 6
2697 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE STAB
//Black knight - 33
2698 - 420 -1 -1 -1 6 1 60 47 MELEE -1 -1 AGRESSIVE STAB
//Guard - 21
2699 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE STAB
//Guard - 21
2700 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE STAB
//Guard - 21
2701 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE STAB
//Guard - 21
2702 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE STAB
//Guard - 21
2703 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE STAB
//Fire wizard - 13
2709 - 250 14221 424 836 4 1 60 60 MAGE -1 2729 PASSIVE STAB
//Water wizard - 13
2710 - 250 14221 424 836 4 1 60 40 MAGE -1 2703 PASSIVE STAB
//Earth wizard - 13
2711 - 250 14221 424 836 4 1 60 60 MAGE -1 2718 PASSIVE STAB
//Air wizard - 13
2712 - 250 14221 424 836 4 1 60 20 MAGE -1 458 PASSIVE STAB
//Tz-Kih - 22
2734 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kih - 22
2735 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kek - 45
2736 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kek - 45
2737 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE STAB
//Tz-Kek - 22
2738 - 100 16167 16169 16168 5 2 60 75 MELEE -1 -1 AGRESSIVE STAB
//Tox-Xil - 90
2739 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE STAB
//Tox-Xil - 90
2740 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE STAB
//Yt-MejKot - 180
2741 - 800 16102 16101 16103 4 4 60 280 MELEE -1 -1 AGRESSIVE STAB
//Yt-MejKot - 180
2742 - 800 9252 9253 9254 4 4 60 280 MELEE -1 -1 AGRESSIVE CRUSH
//Ket-Zek - 360
2743 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE STAB
//Ket-Zek - 360
2744 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE STAB
//Yt-HurKot - 108
2746 - 600 16087 16086 -1 4 6 60 140 MELEE -1 -1 AGRESSIVE STAB
//Shadow - 73
2782 - 150 -1 -1 -1 5 1 60 130 MELEE -1 -1 AGRESSIVE STAB
//Dark beast - 182
2783 - 2200 2731 2732 2733 5 1 60 230 MELEE -1 -1 AGRESSIVE STAB
//Ogre - 63
2801 - 700 8577 8578 8576 7 1 60 73 MELEE -1 -1 AGRESSIVE STAB
//Desert Lizard - 24
2804 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Desert Lizard - 24
2805 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Desert Lizard - 24
2806 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Small Lizard - 12
2807 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Small Lizard - 12
2808 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE STAB
//Zombie pirate - 57
2837 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Zombie pirate - 57
2838 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Zombie pirate - 57
2839 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Zombie pirate - 57
2840 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Zombie pirate - 57
2841 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Zombie pirate - 57
2842 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Evil spirit - 150
2849 - 900 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE STAB
//Fever spider - 49
2850 - 400 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE STAB
//Dagannoth Supreme - 303
2881 - 2560 2855 2852 2856 7 1 90 300 RANGE -1 294 AGRESSIVE STAB
//Dagannoth Prime - 303
2882 - 2550 2854 2852 2856 4 1 90 610 MAGE 2712 2707 AGRESSIVE STAB
//Dagannoth Rex - 303
2883 - 2550 2853 2852 2856 4 1 90 280 MELEE -1 -1 AGRESSIVE STAB
//Wallasalki - 98
2884 - 1300 2365 2366 2367 6 1 60 300 MAGE -1 2707 AGRESSIVE STAB
//Giant Rock Crab - 137
2885 - 2400 1312 1313 1314 4 1 60 110 MELEE -1 -1 AGRESSIVE STAB
//Rock lobster - 127
2889 - 1500 -1 -1 -1 3 1 60 150 MELEE -1 -1 AGRESSIVE STAB
//Spinolyp - 76
2892 - 750 2868 2869 2866 6 1 60 100 MAGE -1 2703 AGRESSIVE STAB
//Spinolyp - 76
2894 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE STAB
//Spinolyp - 76
2896 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE STAB
//Agrith Naar - 100
2919 - 950 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE STAB
//Black golem - 75
